"fk_lieu","lieu_naissance","eff","geo_coord"
http://www.wikidata.org/entity/Q3846605,Xochistlahuaca,2,Point(-98.241944444 16.791388888)
http://www.wikidata.org/entity/Q38545,Adana,2,Point(35.31346 37.00262)
http://www.wikidata.org/entity/Q3855854,Mezzano,2,Point(12.086619833 44.46636)
http://www.wikidata.org/entity/Q387463,Świebodzin,2,Point(15.533333333 52.25)
http://www.wikidata.org/entity/Q387745,Kogi State,2,Point(6.7 7.5)
http://www.wikidata.org/entity/Q389161,Swat District,2,Point(72.49933 35.2416)
http://www.wikidata.org/entity/Q39121,Leeds,2,Point(-1.543611111 53.7975)
http://www.wikidata.org/entity/Q3922,Detmold,2,Point(8.883333333 51.937777777)
http://www.wikidata.org/entity/Q3926,Pretoria,2,Point(28.188055555 -25.746388888)
http://www.wikidata.org/entity/Q40430,Bahia,2,Point(-41.69 -12.52)
http://www.wikidata.org/entity/Q408,Australia,2,Point(133.0 -25.0)
http://www.wikidata.org/entity/Q4081788,Beleluia,2,Point(25.4775 48.498611111)
http://www.wikidata.org/entity/Q41087,Raleigh,2,Point(-78.64 35.78)
http://www.wikidata.org/entity/Q4115712,Kaunas,2,Point(23.933333333 54.9)
http://www.wikidata.org/entity/Q41604,Amiens,2,Point(2.297777777 49.891944444)
http://www.wikidata.org/entity/Q41621,Haifa,2,Point(34.999166666 32.819166666)
http://www.wikidata.org/entity/Q41876,Reims,2,Point(4.028611111 49.265277777)
http://www.wikidata.org/entity/Q4190292,Zelenoborsk,2,Point(64.043333333 61.470833333)
http://www.wikidata.org/entity/Q42126,Yeongju,2,Point(128.630833333 36.821666666)
http://www.wikidata.org/entity/Q4224725,Kniselo,2,Point(24.366944444 49.510833333)
http://www.wikidata.org/entity/Q426644,Suining,2,Point(105.57373 30.50984)
http://www.wikidata.org/entity/Q42716,Saint-Étienne,2,Point(4.389722222 45.433888888)
http://www.wikidata.org/entity/Q42800,Belo Horizonte,2,Point(-43.941944444 -19.928055555)
http://www.wikidata.org/entity/Q428144,Mézières-en-Drouais,2,Point(1.425277777 48.723888888)
http://www.wikidata.org/entity/Q429908,Benue State,2,Point(8.75 7.333333333)
http://www.wikidata.org/entity/Q43070,Donetsk,2,Point(37.804166666 48.008888888)
http://www.wikidata.org/entity/Q44160,Toulon,2,Point(5.930555555 43.125)
http://www.wikidata.org/entity/Q44244,Santa Fe,2,Point(-60.7 -31.633333333)
http://www.wikidata.org/entity/Q44255,San Miguel de Tucumán,2,Point(-65.216666666 -26.816666666)
http://www.wikidata.org/entity/Q4454,Khabarovsk,2,Point(135.066666666 48.483333333)
http://www.wikidata.org/entity/Q44829,Tucumán Province,2,Point(-65.5 -27.0)
http://www.wikidata.org/entity/Q44989,Tulsa,2,Point(-95.937222222 36.131388888)
http://www.wikidata.org/entity/Q45208,Jilin,2,Point(125.308333333 43.884166666)
http://www.wikidata.org/entity/Q45761,Hunan,2,Point(111.8 27.4)
http://www.wikidata.org/entity/Q474080,Amorebieta-Etxano,2,Point(-2.734166666 43.219166666)
http://www.wikidata.org/entity/Q474605,Rochdale,2,Point(-2.161 53.6136)
http://www.wikidata.org/entity/Q478675,Riobamba,2,Point(-78.648333333 -1.673055555)
http://www.wikidata.org/entity/Q48278,Medellín,2,Point(-75.574827777 6.244747222)
http://www.wikidata.org/entity/Q48344,Recife,2,Point(-34.880833333 -8.053888888)
http://www.wikidata.org/entity/Q484678,Berkeley,2,Point(-122.268055555 37.870277777)
http://www.wikidata.org/entity/Q48701,Svelvik,2,Point(10.40225 59.60677)
http://www.wikidata.org/entity/Q487096,Reus,2,Point(1.10871 41.15487)
http://www.wikidata.org/entity/Q489829,Hyesan,2,Point(128.183333333 41.4)
http://www.wikidata.org/entity/Q490457,Rendsburg,2,Point(9.664444444 54.304444444)
http://www.wikidata.org/entity/Q49111,Cambridge,2,Point(-71.106111111 42.375)
http://www.wikidata.org/entity/Q49239,Toledo,2,Point(-83.537777777 41.652777777)
http://www.wikidata.org/entity/Q49255,Tampa,2,Point(-82.458611111 27.9475)
http://www.wikidata.org/entity/Q49268,Fort Wayne,2,Point(-85.13915 41.08045)
http://www.wikidata.org/entity/Q495,Turin,2,Point(7.676111111 45.079166666)
http://www.wikidata.org/entity/Q495547,Mindelo,2,Point(-24.987983333 16.891352777)
http://www.wikidata.org/entity/Q496360,Idaho Falls,2,Point(-112.0325 43.491666666)
http://www.wikidata.org/entity/Q5002515,Buthidaung,2,Point(92.55774 21.0218)
http://www.wikidata.org/entity/Q504215,Ayacucho,2,Point(-74.224444444 -13.163055555)
http://www.wikidata.org/entity/Q506325,Decatur,2,Point(-88.944166666 39.851666666)
http://www.wikidata.org/entity/Q5112,Adelaide,2,Point(138.6 -34.9275)
http://www.wikidata.org/entity/Q513376,Bartholomä,2,Point(9.9875 48.753611111)
http://www.wikidata.org/entity/Q5194100,Cummertrees,2,Point(-3.35 54.9833)
http://www.wikidata.org/entity/Q53077,Saltillo,2,Point(-100.991944444 25.423055555)
http://www.wikidata.org/entity/Q536759,Manitowoc,2,Point(-87.6810199 44.0990417)
http://www.wikidata.org/entity/Q55,Netherlands,2,Point(5.55 52.316666666)
http://www.wikidata.org/entity/Q5582862,Cusco,2,Point(-71.983333 -13.522222)
http://www.wikidata.org/entity/Q57080,Eidsvoll Municipality,2,Point(11.250833 60.3475)
http://www.wikidata.org/entity/Q5713,Mary,2,Point(61.833333333 37.6)
http://www.wikidata.org/entity/Q57278,Newcastle,2,Point(151.75 -32.916666666)
http://www.wikidata.org/entity/Q574192,Greenville,2,Point(-82.385555555 34.844444444)
http://www.wikidata.org/entity/Q5770667,Villa Juárez,2,Point(-103.595 25.4953)
http://www.wikidata.org/entity/Q5831,Melilla,2,Point(-2.9475 35.2825)
http://www.wikidata.org/entity/Q584451,Bethesda,2,Point(-77.0946459 38.9848265)
http://www.wikidata.org/entity/Q5925,Orange County,2,Point(-117.78 33.67)
http://www.wikidata.org/entity/Q5942529,San Jerónimo de Juárez,2,Point(-98.733333333 16.716666666)
http://www.wikidata.org/entity/Q59819,Mudgee,2,Point(149.5872222 -32.6125)
http://www.wikidata.org/entity/Q5995177,Ijero,2,Point(5.08333 7.81667)
http://www.wikidata.org/entity/Q59975,Bejaia,2,Point(5.064166666 36.751111111)
http://www.wikidata.org/entity/Q6037306,Insein Township,2,Point(96.10126 16.90257)
http://www.wikidata.org/entity/Q6106,Portland,2,Point(-122.666666666 45.516666666)
http://www.wikidata.org/entity/Q61302,Chihuahua City,2,Point(-106.076944444 28.636944444)
http://www.wikidata.org/entity/Q61434,Nellore,2,Point(79.966666666 14.433333333)
http://www.wikidata.org/entity/Q6363707,Kanke,2,Point(9.632777777 9.393055555)
http://www.wikidata.org/entity/Q637090,Siphofaneni,2,Point(31.683333333 -26.683333333)
http://www.wikidata.org/entity/Q6397066,Shiraz,2,Point(52.5425 29.61)
http://www.wikidata.org/entity/Q648,Lille,2,Point(3.0575 50.631944444)
http://www.wikidata.org/entity/Q6548,Orléans,2,Point(1.904166666 47.902222222)
http://www.wikidata.org/entity/Q6602,Strasbourg,2,Point(7.752222222 48.573333333)
http://www.wikidata.org/entity/Q671348,Worthing,2,Point(-0.371386111 50.814711111)
http://www.wikidata.org/entity/Q681893,Errenteria,2,Point(-1.8986133 43.3125271)
http://www.wikidata.org/entity/Q687816,Gunjur,2,Point(-16.766666666 13.183333333)
http://www.wikidata.org/entity/Q7003,Dijon,2,Point(5.041944444 47.323055555)
http://www.wikidata.org/entity/Q702259,Elberfeld,2,Point(7.149167 51.257222)
http://www.wikidata.org/entity/Q7038,Girona,2,Point(2.816666666 41.983333333)
http://www.wikidata.org/entity/Q718362,Zhuqi Township,2,Point(120.602 23.5065)
http://www.wikidata.org/entity/Q724,Maine,2,Point(-69.0 45.5)
http://www.wikidata.org/entity/Q727464,Concepción del Uruguay,2,Point(-58.233333333 -32.483333333)
http://www.wikidata.org/entity/Q73817,Winschoten,2,Point(7.033333333 53.15)
http://www.wikidata.org/entity/Q739664,Santa Ana,2,Point(-89.556608333 13.994744444)
http://www.wikidata.org/entity/Q744948,New Rochelle,2,Point(-73.781944444 40.908611111)
http://www.wikidata.org/entity/Q751123,Lidzbark Warmiński,2,Point(20.583333333 54.116666666)
http://www.wikidata.org/entity/Q753642,Avellaneda,2,Point(-58.367777777 -34.6625)
http://www.wikidata.org/entity/Q77,Uruguay,2,Point(-56.0 -33.0)
http://www.wikidata.org/entity/Q771,Massachusetts,2,Point(-71.8 42.3)
http://www.wikidata.org/entity/Q776965,Klaipėda,2,Point(21.135 55.7125)
http://www.wikidata.org/entity/Q793,Zwolle,2,Point(6.1 52.516666666)
http://www.wikidata.org/entity/Q796,Iraq,2,Point(43.0 33.0)
http://www.wikidata.org/entity/Q79980,Varanasi,2,Point(83.012777777 25.318888888)
http://www.wikidata.org/entity/Q79990,Christchurch,2,Point(172.6365 -43.530888888)
http://www.wikidata.org/entity/Q800,Costa Rica,2,Point(-84.0 10.0)
http://www.wikidata.org/entity/Q81046,Charleroi,2,Point(4.444166666 50.416666666)
http://www.wikidata.org/entity/Q81581,Szeged,2,Point(20.166666666 46.25)
http://www.wikidata.org/entity/Q817,Kuwait,2,Point(47.6 29.166667)
http://www.wikidata.org/entity/Q820235,San Cristóbal,2,Point(-72.232241666 7.768172222)
http://www.wikidata.org/entity/Q83813,Savannah,2,Point(-81.103888888 32.050833333)
http://www.wikidata.org/entity/Q844091,Calabar,2,Point(8.325 4.95)
http://www.wikidata.org/entity/Q858,Syria,2,Point(38.583333 35.216667)
http://www.wikidata.org/entity/Q8686,Shanghai,2,Point(121.466666666 31.166666666)
http://www.wikidata.org/entity/Q8757,A Coruña,2,Point(-8.383333333 43.366666666)
http://www.wikidata.org/entity/Q878,United Arab Emirates,2,Point(54.3 24.4)
http://www.wikidata.org/entity/Q881,Vietnam,2,Point(108.0 16.0)
http://www.wikidata.org/entity/Q8810,Granada,2,Point(-3.600833333 37.178055555)
http://www.wikidata.org/entity/Q891781,Téra,2,Point(0.75306 14.01056)
http://www.wikidata.org/entity/Q892127,Dar Naim,2,Point(-15.96667 18.03333)
http://www.wikidata.org/entity/Q911,Ufa,2,Point(55.9475 54.726111111)
http://www.wikidata.org/entity/Q911092,Oiartzun,2,Point(-1.857777777 43.299166666)
http://www.wikidata.org/entity/Q92161,Changchun,2,Point(125.322777777 43.88)
http://www.wikidata.org/entity/Q925598,San Angelo,2,Point(-100.45 31.45)
http://www.wikidata.org/entity/Q928,Philippines,2,Point(123.0 12.0)
http://www.wikidata.org/entity/Q93230,Rawalpindi,2,Point(73.0679 33.6007)
http://www.wikidata.org/entity/Q9365,Dushanbe,2,Point(68.786388888 38.573055555)
http://www.wikidata.org/entity/Q954300,Santa Rosa de Copán,2,Point(-88.7781 14.767525)
http://www.wikidata.org/entity/Q9580,Burgos,2,Point(-3.699722222 42.340833333)
http://www.wikidata.org/entity/Q96,Mexico,2,Point(-102.0 23.0)
http://www.wikidata.org/entity/Q962640,West Brookfield,2,Point(-72.141666666 42.235277777)
http://www.wikidata.org/entity/Q963,Botswana,2,Point(23.7 -22.2)
http://www.wikidata.org/entity/Q967746,Morón,2,Point(-58.616666666 -34.65)
http://www.wikidata.org/entity/Q975,San Antonio,2,Point(-98.493888888 29.425)
http://www.wikidata.org/entity/Q976,Tomsk,2,Point(84.952222222 56.488611111)
http://www.wikidata.org/entity/Q980847,São Julião,2,Point(-8.89631 38.53487)
http://www.wikidata.org/entity/Q984358,Lake Worth Beach,2,Point(-80.058611111 26.619722222)
http://www.wikidata.org/entity/Q986210,Englewood,2,Point(-73.975801 40.893343)
http://www.wikidata.org/entity/Q989616,Hove,2,Point(-0.1725 50.831111111)
http://www.wikidata.org/entity/Q9911,Den Helder,2,Point(4.758888888 52.958333333)
http://www.wikidata.org/entity/Q994,Tbilisi,2,Point(44.7925 41.7225)
http://www.wikidata.org/entity/Q1000346,Moquegua,1,Point(-70.933333 -17.2)
http://www.wikidata.org/entity/Q100050,Finale Emilia,1,Point(11.29574 44.83185)
http://www.wikidata.org/entity/Q10006,Hengelo,1,Point(6.793055555 52.265555555)
http://www.wikidata.org/entity/Q100077,Patna district,1,Point(85.166666666 25.416666666)
http://www.wikidata.org/entity/Q1001658,Leerbroek,1,Point(5.0514 51.9089)
http://www.wikidata.org/entity/Q1002490,New Bern,1,Point(-77.044444444 35.108333333)
http://www.wikidata.org/entity/Q1003074,Glen Ridge,1,Point(-74.2046 40.8048)
http://www.wikidata.org/entity/Q1003741,Urdos,1,Point(-0.555 42.873055555)
http://www.wikidata.org/entity/Q1003761,Stowe,1,Point(-1.017 52.018)
http://www.wikidata.org/entity/Q10040,Rhenen,1,Point(5.5689 51.9597)
http://www.wikidata.org/entity/Q1004149,Olavarría,1,Point(-60.333333333 -36.9)
http://www.wikidata.org/entity/Q1004257,Vyshhorod,1,Point(30.485333333 50.583277777)
http://www.wikidata.org/entity/Q1004316,Karkliniai,1,Point(23.167 54.531433333)
http://www.wikidata.org/entity/Q1004578,Varto,1,Point(41.454166666 39.169444444)
http://www.wikidata.org/entity/Q1005,The Gambia,1,Point(-15.5 13.5)
http://www.wikidata.org/entity/Q1005350,Ośno Lubuskie,1,Point(14.876944444 52.455277777)
http://www.wikidata.org/entity/Q1005555,Tumaco,1,Point(-78.764722222 1.806666666)
http://www.wikidata.org/entity/Q10056,Zeist,1,Point(5.233333333 52.083333333)
http://www.wikidata.org/entity/Q1005786,Cazenga,1,Point(13.29583333 -8.83888889)
http://www.wikidata.org/entity/Q1006,Guinea,1,Point(-11.0 10.0)
http://www.wikidata.org/entity/Q1006232,Woolwich,1,Point(0.066666666 51.491666666)
http://www.wikidata.org/entity/Q1006303,Mymensingh,1,Point(90.416666666 24.75)
http://www.wikidata.org/entity/Q1007064,Maple Heights,1,Point(-81.55944 41.41222)
http://www.wikidata.org/entity/Q1008,Ivory Coast,1,Point(-6.0 8.0)
http://www.wikidata.org/entity/Q1008121,Perušić,1,Point(15.234602777 44.607577777)
http://www.wikidata.org/entity/Q1008278,Canindé,1,Point(-39.311944444 -4.358888888)
http://www.wikidata.org/entity/Q10084,Vlissingen,1,Point(3.583333333 51.45)
http://www.wikidata.org/entity/Q1009,Cameroon,1,Point(12.65 5.133333333)
http://www.wikidata.org/entity/Q1010015,Eatonton,1,Point(-83.387777777 33.326388888)
http://www.wikidata.org/entity/Q1010244,West Chester,1,Point(-75.605 39.9586)
http://www.wikidata.org/entity/Q1011,Cape Verde,1,Point(-23.7 15.3)
http://www.wikidata.org/entity/Q1011062,Maldon,1,Point(0.675833333 51.731666666)
http://www.wikidata.org/entity/Q1011406,Vasylkivka,1,Point(36.025318112 48.208379589)
http://www.wikidata.org/entity/Q1011873,Manatuto,1,Point(126.016666666 -8.516666666)
http://www.wikidata.org/entity/Q1012031,Wisbech,1,Point(0.160311111 52.664161111)
http://www.wikidata.org/entity/Q1012058,Williamstown,1,Point(144.885 -37.861)
http://www.wikidata.org/entity/Q1012470,Fermoy,1,Point(-8.276138 52.142022)
http://www.wikidata.org/entity/Q1012639,Sakon Nakhon,1,Point(104.145555555 17.156388888)
http://www.wikidata.org/entity/Q1012881,Silopi,1,Point(42.471666666 37.249722222)
http://www.wikidata.org/entity/Q1013471,Okhtyrka,1,Point(34.901558718 50.307431827)
http://www.wikidata.org/entity/Q1013885,Chrastava,1,Point(14.968948444 50.816985939)
http://www.wikidata.org/entity/Q1014345,Nan,1,Point(100.7766 18.7893)
http://www.wikidata.org/entity/Q1014511,Uyuni,1,Point(-66.823888888 -20.462777777)
http://www.wikidata.org/entity/Q1015647,Klerksdorp,1,Point(26.666666666 -26.866666666)
http://www.wikidata.org/entity/Q1015727,Mbale,1,Point(34.1749506 1.0711896)
http://www.wikidata.org/entity/Q1015788,Yixing,1,Point(119.823888888 31.369722222)
http://www.wikidata.org/entity/Q1015993,Sauce,1,Point(-58.766666666 -30.066666666)
http://www.wikidata.org/entity/Q1016,Libya,1,Point(17.0 27.0)
http://www.wikidata.org/entity/Q1017,Aachen,1,Point(6.083788 50.776207)
http://www.wikidata.org/entity/Q1017594,Merlo,1,Point(-58.7275 -34.6653)
http://www.wikidata.org/entity/Q1017624,Portage la Prairie,1,Point(-98.291944444 49.972777777)
http://www.wikidata.org/entity/Q1017715,Sadr City,1,Point(44.458333333 33.388888888)
http://www.wikidata.org/entity/Q1017988,Vlasenica,1,Point(18.933333333 44.183333333)
http://www.wikidata.org/entity/Q1018116,Ruyigi,1,Point(30.25 -3.466666666)
http://www.wikidata.org/entity/Q1018681,Fort Sill,1,Point(-98.508333333 34.704166666)
http://www.wikidata.org/entity/Q1019126,Store Heddinge,1,Point(12.3869 55.3086)
http://www.wikidata.org/entity/Q1019481,Nykøbing Mors,1,Point(8.8622 56.7981)
http://www.wikidata.org/entity/Q1019529,Rozenburg,1,Point(4.2486 51.9058)
http://www.wikidata.org/entity/Q1019645,Guánica,1,Point(-66.908055555 17.971666666)
http://www.wikidata.org/entity/Q1019915,Sivrihisar,1,Point(31.524722222 39.459444444)
http://www.wikidata.org/entity/Q1019967,Opočno,1,Point(16.114874404 50.267452244)
http://www.wikidata.org/entity/Q1020091,Terebovlia,1,Point(25.7 49.3)
http://www.wikidata.org/entity/Q1020224,Murree,1,Point(73.3903 33.9042)
http://www.wikidata.org/entity/Q1020277,Junín,1,Point(-60.95 -34.583333333)
http://www.wikidata.org/entity/Q1020341,Tarrytown,1,Point(-73.859722222 41.069166666)
http://www.wikidata.org/entity/Q1020642,Haymana,1,Point(32.5049 39.44171)
http://www.wikidata.org/entity/Q1021031,Morganton,1,Point(-81.692222222 35.7425)
http://www.wikidata.org/entity/Q1021427,Morgan City,1,Point(-91.1972 29.7008)
http://www.wikidata.org/entity/Q1022909,Tianchang,1,Point(119.00408 32.68535)
http://www.wikidata.org/entity/Q1023063,Yengisar County,1,Point(76.17013 38.93158)
http://www.wikidata.org/entity/Q1023301,Kemah,1,Point(39.035555555 39.602777777)
http://www.wikidata.org/entity/Q1023317,Nazımiye,1,Point(39.828888888 39.181111111)
http://www.wikidata.org/entity/Q1023393,Retalhuleu,1,Point(-91.683333333 14.533333333)
http://www.wikidata.org/entity/Q102346,Yelets,1,Point(38.466666666 52.616666666)
http://www.wikidata.org/entity/Q1023544,Baraboo,1,Point(-89.741666666 43.468055555)
http://www.wikidata.org/entity/Q102365,Pärnu,1,Point(24.498888888 58.384444444)
http://www.wikidata.org/entity/Q1023786,Ruwais,1,Point(52.73301956 24.11685491)
http://www.wikidata.org/entity/Q102397,Miskolc,1,Point(20.783333333 48.1)
http://www.wikidata.org/entity/Q1023981,San Marcos,1,Point(-91.795833333 14.965277777)
http://www.wikidata.org/entity/Q1024900,Pontypridd,1,Point(-3.33682 51.59672)
http://www.wikidata.org/entity/Q1025333,Ripon,1,Point(-88.839722222 43.845)
http://www.wikidata.org/entity/Q1025587,Grafton,1,Point(152.9344444 -29.681666666)
http://www.wikidata.org/entity/Q1025801,Juigalpa,1,Point(-85.368941666 12.108566666)
http://www.wikidata.org/entity/Q1026673,Ventnor,1,Point(-1.2084 50.5976)
http://www.wikidata.org/entity/Q1027018,Tela,1,Point(-87.451405555 15.78245)
http://www.wikidata.org/entity/Q1027041,Mercedes,1,Point(-59.433333333 -34.65)
http://www.wikidata.org/entity/Q1027545,Digor,1,Point(43.4125 40.375555555)
http://www.wikidata.org/entity/Q1028023,Westerly,1,Point(-71.827222222 41.3775)
http://www.wikidata.org/entity/Q102848,Paiporta,1,Point(-0.418333333 39.427777777)
http://www.wikidata.org/entity/Q10318,Torre Pellice,1,Point(7.223333333 44.820277777)
http://www.wikidata.org/entity/Q103217,Częstochowa,1,Point(19.12217 50.80964)
http://www.wikidata.org/entity/Q1032233,Masaka District,1,Point(31.666666666 -0.316666666)
http://www.wikidata.org/entity/Q103406,Alexandrovsk-Sakhalinsky,1,Point(142.15 50.9)
http://www.wikidata.org/entity/Q1034159,Harstad,1,Point(16.53138889 68.79888889)
http://www.wikidata.org/entity/Q10355488,Pungo-Andongo,1,Point(15.58333333 -9.66666667)
http://www.wikidata.org/entity/Q103801,East Prussia,1,Point(20.483333333 54.733333333)
http://www.wikidata.org/entity/Q10393,Bogor,1,Point(106.799263333 -6.597802777)
http://www.wikidata.org/entity/Q1040,Karlsruhe,1,Point(8.4 49.016666666)
http://www.wikidata.org/entity/Q10400,Almería,1,Point(-2.4675 36.84)
http://www.wikidata.org/entity/Q1043738,Carmen del Paraná,1,Point(-56.22 -27.23)
http://www.wikidata.org/entity/Q1044,Sierra Leone,1,Point(-12.1 8.5)
http://www.wikidata.org/entity/Q1044808,Newburgh,1,Point(-74.019444444 41.519722222)
http://www.wikidata.org/entity/Q104536747,Vester Egede,1,Point(11.9649 55.2653)
http://www.wikidata.org/entity/Q104538,Baksan,1,Point(43.533333333 43.683333333)
http://www.wikidata.org/entity/Q104609,Barabinsk,1,Point(78.35 55.35)
http://www.wikidata.org/entity/Q104630792,Stærrede,1,Point(11.4722 55.2251)
http://www.wikidata.org/entity/Q1046653,Khemisset,1,Point(-6.06 33.81)
http://www.wikidata.org/entity/Q104703,Belebey,1,Point(54.133333333 54.1)
http://www.wikidata.org/entity/Q104735,Belogorsk,1,Point(128.483333333 50.916666666)
http://www.wikidata.org/entity/Q10493734,Falkenberg,1,Point(12.489519444 56.902097222)
http://www.wikidata.org/entity/Q10495587,Finnish church parish,1,Point(18.072222222 59.325555555)
http://www.wikidata.org/entity/Q1050,Eswatini,1,Point(31.433333 -26.483333)
http://www.wikidata.org/entity/Q1050443,Catavi,1,Point(-66.56472222 -18.41361111)
http://www.wikidata.org/entity/Q10505188,Gladhammar church parish,1,Point(16.452361111 57.709680555)
http://www.wikidata.org/entity/Q105084,Gliwice,1,Point(18.6498 50.3011)
http://www.wikidata.org/entity/Q10509913,Q10509913,1,Point(13.1 56.14972222)
http://www.wikidata.org/entity/Q105225839,Torpet,1,Point(11.7604 55.4433)
http://www.wikidata.org/entity/Q1052658,Jamestown,1,Point(-98.708444444 46.910555555)
http://www.wikidata.org/entity/Q10526665,The Royal Court Parish,1,Point(18.072725 59.326538888)
http://www.wikidata.org/entity/Q10527327,Q10527327,1,Point(16.80425 58.908777777)
http://www.wikidata.org/entity/Q10531743,Härnösands domkyrkoförsamling,1,Point(17.941886111 62.631063888)
http://www.wikidata.org/entity/Q10531804,Hässle,1,Point(17.41472222 59.72583333)
http://www.wikidata.org/entity/Q10541120,Jukkasjärvi församling,1,Point(20.620416666 67.846666666)
http://www.wikidata.org/entity/Q105455,Miass,1,Point(60.1 55.05)
http://www.wikidata.org/entity/Q10550317,Kungsholm parish,1,Point(18.04772222 59.3297)
http://www.wikidata.org/entity/Q1055715,Cerro,1,Point(-82.395 23.088055555)
http://www.wikidata.org/entity/Q10566,Saskatoon,1,Point(-106.683333333 52.133333333)
http://www.wikidata.org/entity/Q10570835,Lund Cathedral parish,1,Point(13.19405 55.70397)
http://www.wikidata.org/entity/Q10572902,Lösen parish,1,Point(15.688444444 56.196944444)
http://www.wikidata.org/entity/Q1059534,Tampa Bay,1,Point(-82.545833333 27.7625)
http://www.wikidata.org/entity/Q10602808,Norrköping,1,Point(16.188858333 58.590022222)
http://www.wikidata.org/entity/Q10608,Blora,1,Point(111.38333 -7.06667)
http://www.wikidata.org/entity/Q1061,Gujarat,1,Point(72.655 23.22)
http://www.wikidata.org/entity/Q10623,Pekalongan,1,Point(109.67 -6.8825)
http://www.wikidata.org/entity/Q106281,Tarnów,1,Point(20.988333333 50.0125)
http://www.wikidata.org/entity/Q106638657,Vandborg,1,Point(8.1748 56.5461)
http://www.wikidata.org/entity/Q10683835,Sundvall parish,1,Point(17.29833333 62.39113889)
http://www.wikidata.org/entity/Q10686408,Q10686408,1,Point(17.081666666 58.819722222)
http://www.wikidata.org/entity/Q10688543,Söderhamns församling,1,Point(17.050277777 61.303611111)
http://www.wikidata.org/entity/Q10690,Cardiff,1,Point(-3.179166666 51.481666666)
http://www.wikidata.org/entity/Q1070,Ahmedabad,1,Point(72.579722222 23.021944444)
http://www.wikidata.org/entity/Q1070175,Koumra,1,Point(17.55 8.9)
http://www.wikidata.org/entity/Q10707844,Q10707844,1,Point(15.0196 59.2863)
http://www.wikidata.org/entity/Q10707908,Täby parish,1,Point(18.056666666 59.490833333)
http://www.wikidata.org/entity/Q10712922,Varbergs,1,Point(12.250591666 57.105991666)
http://www.wikidata.org/entity/Q107135,Fredrikstad Municipality,1,Point(10.95 59.216667)
http://www.wikidata.org/entity/Q107146,Alameda County,1,Point(-121.91 37.65)
http://www.wikidata.org/entity/Q10716051,Visby parish,1,Point(18.2975 57.641666666)
http://www.wikidata.org/entity/Q10717,Georgetown,1,Point(-58.150833333 6.805833333)
http://www.wikidata.org/entity/Q10718075,Q10718075,1,Point(16.466638888 59.577416666)
http://www.wikidata.org/entity/Q10718453,Q10718453,1,Point(16.573888888 57.658888888)
http://www.wikidata.org/entity/Q10727428,parish Örby-Skene,1,Point(12.695277777 57.481388888)
http://www.wikidata.org/entity/Q107401,Sivas,1,Point(37.016666666 39.75)
http://www.wikidata.org/entity/Q10751058,La Emilia,1,Point(-60.316666666 -33.35)
http://www.wikidata.org/entity/Q1075125,Quiapo,1,Point(120.983 14.6)
http://www.wikidata.org/entity/Q10764557,Hacıvelioba,1,Point(27.647837 40.047634)
http://www.wikidata.org/entity/Q1080378,Birmingham Hall Green,1,Point(-1.84 52.43)
http://www.wikidata.org/entity/Q1082679,Dadu District,1,Point(67.583333333 26.333333333)
http://www.wikidata.org/entity/Q1084539,Hammonton,1,Point(-74.772222222 39.655)
http://www.wikidata.org/entity/Q1084640,Ventnor City,1,Point(-74.481944444 39.342222222)
http://www.wikidata.org/entity/Q1086357,Sascut,1,Point(27.06666667 46.18333333)
http://www.wikidata.org/entity/Q10870219,Dongshigu,1,Point(117.33028 39.87889)
http://www.wikidata.org/entity/Q108804095,Sillerup,1,Point(9.2172 54.6784)
http://www.wikidata.org/entity/Q1088246,Saint-Sulpice-Laurière,1,Point(1.470555555 46.052777777)
http://www.wikidata.org/entity/Q1088760,Dover,1,Point(-74.5592 40.8856)
http://www.wikidata.org/entity/Q1089234,Newton,1,Point(-74.7548 41.0527)
http://www.wikidata.org/entity/Q108952,Comanche County,1,Point(-98.56 31.95)
http://www.wikidata.org/entity/Q108988,Kongsberg Municipality,1,Point(9.646388888 59.665)
http://www.wikidata.org/entity/Q109031,Voss,1,Point(6.423056 60.7025)
http://www.wikidata.org/entity/Q109042,Halden Municipality,1,Point(11.482778 59.126389)
http://www.wikidata.org/entity/Q109048,Horten Municipality,1,Point(10.432780555 59.420830555)
http://www.wikidata.org/entity/Q109188,Pelotas,1,Point(-52.342777777 -31.771944444)
http://www.wikidata.org/entity/Q1092797,Ciénaga,1,Point(-74.246666666 11.006666666)
http://www.wikidata.org/entity/Q109336,Chongjin,1,Point(129.783055555 41.8)
http://www.wikidata.org/entity/Q1093439,Villeta,1,Point(-57.56 -25.51)
http://www.wikidata.org/entity/Q1094372,San Vicente,1,Point(-88.783641666 13.643286111)
http://www.wikidata.org/entity/Q109483,Kristiansund Municipality,1,Point(7.73198 63.11152)
http://www.wikidata.org/entity/Q10969830,Esclanyà,1,Point(3.17728 41.929102)
http://www.wikidata.org/entity/Q10996,Bushey,1,Point(-0.3604 51.6429)
http://www.wikidata.org/entity/Q110011,Kołobrzeg,1,Point(15.576111111 54.176111111)
http://www.wikidata.org/entity/Q11026,Pekalongan,1,Point(109.675277777 -6.888333333)
http://www.wikidata.org/entity/Q11037364,"San Xulián de Vigo, Paderne",1,Point(-8.1347 43.2705)
http://www.wikidata.org/entity/Q110431,Steinkjer Municipality,1,Point(11.496944444 64.013055555)
