"annee_naissance","fk_lieu","lieu_naissance","geo_coord"
1944,http://www.wikidata.org/entity/Q158459,Żagań,Point(15.316666666 51.616666666)
1944,http://www.wikidata.org/entity/Q16555,Houston,Point(-95.383055555 29.762777777)
1944,http://www.wikidata.org/entity/Q79867,Birmingham,Point(-86.809444444 33.5175)
1944,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
1944,http://www.wikidata.org/entity/Q1010015,Eatonton,Point(-83.387777777 33.326388888)
1944,http://www.wikidata.org/entity/Q11725,Chongqing,Point(106.506944444 29.55)
1944,http://www.wikidata.org/entity/Q2868,Lima,Point(-77.0375 -12.06)
1944,http://www.wikidata.org/entity/Q370619,Andover,Point(-71.137 42.65843)
1944,http://www.wikidata.org/entity/Q172455,Boulogne-Billancourt,Point(2.241388888 48.835277777)
1944,http://www.wikidata.org/entity/Q213166,Pohrebyshche Raion,Point(29.25 49.5)
1944,http://www.wikidata.org/entity/Q3130,Sydney,Point(151.21 -33.867777777)
1944,http://www.wikidata.org/entity/Q170573,Qom,Point(50.876388888 34.64)
1944,http://www.wikidata.org/entity/Q2887,Santiago,Point(-70.65 -33.4375)
1944,http://www.wikidata.org/entity/Q12225,Murcia,Point(-1.130277777 37.986111111)
1944,http://www.wikidata.org/entity/Q19660,Bucharest,Point(26.097777777 44.413361111)
1944,http://www.wikidata.org/entity/Q10313,San Sebastián,Point(-1.98 43.32)
1944,http://www.wikidata.org/entity/Q5092,Baltimore,Point(-76.615 39.286388888)
1944,http://www.wikidata.org/entity/Q163132,Akron,Point(-81.517777777 41.073055555)
1944,http://www.wikidata.org/entity/Q466190,Great Falls,Point(-111.286388888 47.503611111)
1944,http://www.wikidata.org/entity/Q6319934,Ulcumayo District,Point(-75.8787489 -10.9675884)
1944,http://www.wikidata.org/entity/Q117040,Santiago de Cuba,Point(-75.829444444 20.021666666)
1944,http://www.wikidata.org/entity/Q1335,Montevideo,Point(-56.166666666 -34.866666666)
1944,http://www.wikidata.org/entity/Q570213,Turnu Măgurele,Point(24.870833333 43.751666666)
1944,http://www.wikidata.org/entity/Q990095,Taxco de Alarcón,Point(-99.60592 18.55462)
1944,http://www.wikidata.org/entity/Q1384899,Mûrs-Erigné,Point(-0.537222222 47.398611111)
1944,http://www.wikidata.org/entity/Q1638425,Lavras,Point(-45.0 -21.245)
1944,http://www.wikidata.org/entity/Q5713,Mary,Point(61.833333333 37.6)
1944,http://www.wikidata.org/entity/Q597,Lisbon,Point(-9.139016 38.708042)
1944,http://www.wikidata.org/entity/Q7974929,Wattala,Point(79.883333333 6.983333333)
1944,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1944,http://www.wikidata.org/entity/Q1349217,Westport,Point(171.599 -41.755)
1944,http://www.wikidata.org/entity/Q84,London,Point(-0.1275 51.507222222)
1944,http://www.wikidata.org/entity/Q3519,Bari,Point(16.866666666 41.125277777)
1944,http://www.wikidata.org/entity/Q1182166,Hanover,Point(-76.9847 39.8072)
1944,http://www.wikidata.org/entity/Q1218,Jerusalem,Point(35.225555555 31.778888888)
1944,http://www.wikidata.org/entity/Q3952,Plauen,Point(12.138333333 50.495)
1944,http://www.wikidata.org/entity/Q1761,Dublin,Point(-6.260277777 53.349722222)
1944,http://www.wikidata.org/entity/Q727,Amsterdam,Point(4.893611111 52.372777777)
1944,http://www.wikidata.org/entity/Q25396,Bonaire,Point(-68.2581 12.1796)
1944,http://www.wikidata.org/entity/Q49111,Cambridge,Point(-71.106111111 42.375)
1945,http://www.wikidata.org/entity/Q1859627,Rhondda,Point(-3.417522222 51.615938888)
1945,http://www.wikidata.org/entity/Q6346,Indianapolis,Point(-86.158055555 39.768611111)
1945,http://www.wikidata.org/entity/Q8851,Málaga,Point(-4.416666666 36.716666666)
1945,http://www.wikidata.org/entity/Q1218,Jerusalem,Point(35.225555555 31.778888888)
1945,http://www.wikidata.org/entity/Q80338,Bengal,Point(88.7311 23.9888)
1945,http://www.wikidata.org/entity/Q1555,Guatemala City,Point(-90.52525 14.609861111)
1945,http://www.wikidata.org/entity/Q570990,Lakewood,Point(-81.800277777 41.480833333)
1945,http://www.wikidata.org/entity/Q4268228,Luzhky,Point(23.698333333 48.963611111)
1945,http://www.wikidata.org/entity/Q803,Utrecht,Point(5.121666666 52.090833333)
1945,http://www.wikidata.org/entity/Q1930,Ottawa,Point(-75.695 45.424722222)
1945,http://www.wikidata.org/entity/Q64,Berlin,Point(13.383333333 52.516666666)
1945,http://www.wikidata.org/entity/Q35,Denmark,Point(10.0 56.0)
1945,http://www.wikidata.org/entity/Q81979,Nußloch,Point(8.693888888 49.323611111)
1945,http://www.wikidata.org/entity/Q10393,Bogor,Point(106.799263333 -6.597802777)
1945,http://www.wikidata.org/entity/Q6397,Avignon,Point(4.808333333 43.948611111)
1945,http://www.wikidata.org/entity/Q729006,Chatham,Point(0.523333333 51.381944444)
1945,http://www.wikidata.org/entity/Q65,Los Angeles,Point(-118.24368 34.05223)
1945,http://www.wikidata.org/entity/Q2807,Madrid,Point(-3.703333333 40.416944444)
1945,http://www.wikidata.org/entity/Q1748,Copenhagen,Point(12.568888888 55.676111111)
1945,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1945,http://www.wikidata.org/entity/Q7525,Sevastopol,Point(33.5225 44.605)
1945,http://www.wikidata.org/entity/Q910394,Drăgușeni,Point(27.76339 45.978353)
1945,http://www.wikidata.org/entity/Q3482626,Shubenacadie,Point(-63.4175 45.0899)
1945,http://www.wikidata.org/entity/Q185458,Quetta,Point(67.007 30.192)
1945,http://www.wikidata.org/entity/Q19566,Simferopol,Point(34.100039 44.948376)
1945,http://www.wikidata.org/entity/Q822651,Nevele,Point(3.5475 51.0342)
1945,http://www.wikidata.org/entity/Q1534385,Wellington,Point(18.983333333 -33.633333333)
1945,http://www.wikidata.org/entity/Q68160,Vevey,Point(6.85 46.466666666)
1945,http://www.wikidata.org/entity/Q580,Łódź,Point(19.466666666 51.75)
1945,http://www.wikidata.org/entity/Q1952054,Oostnieuwkerke,Point(3.0597 50.9403)
1945,http://www.wikidata.org/entity/Q1563,Havana,Point(-82.358888888 23.136666666)
1945,http://www.wikidata.org/entity/Q1019529,Rozenburg,Point(4.2486 51.9058)
1945,http://www.wikidata.org/entity/Q2807,Madrid,Point(-3.703333333 40.416944444)
1945,http://www.wikidata.org/entity/Q40435,Buffalo,Point(-78.878055555 42.886388888)
1945,http://www.wikidata.org/entity/Q61302,Chihuahua City,Point(-106.076944444 28.636944444)
1945,http://www.wikidata.org/entity/Q37995,Yangon,Point(96.16 16.795)
1945,http://www.wikidata.org/entity/Q2887,Santiago,Point(-70.65 -33.4375)
1945,http://www.wikidata.org/entity/Q947689,San Francisco de Acámbaro,Point(-100.721388888 20.0325)
1945,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555)
1945,http://www.wikidata.org/entity/Q1344058,Grombalia,Point(10.5 36.61)
1945,http://www.wikidata.org/entity/Q230860,Zusmarshausen,Point(10.583333333 48.383333333)
1945,http://www.wikidata.org/entity/Q3551,Rabat,Point(-6.836111111 34.025277777)
1945,http://www.wikidata.org/entity/Q35997,İzmir,Point(27.13838 38.41273)
1945,http://www.wikidata.org/entity/Q79875,Mobile,Point(-88.052672222 30.727669444)
1945,http://www.wikidata.org/entity/Q173121,Santiago de Querétaro,Point(-100.388055555 20.588055555)
1945,http://www.wikidata.org/entity/Q2006546,Vilankulo,Point(35.316666666 -22.0)
1945,http://www.wikidata.org/entity/Q49225,Reno,Point(-119.812666666 39.526111111)
1945,http://www.wikidata.org/entity/Q4119153,El Zarqa,Point(31.635 31.2082)
1945,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1945,http://www.wikidata.org/entity/Q23556,Atlanta,Point(-84.390277777 33.756944444)
1945,http://www.wikidata.org/entity/Q1012470,Fermoy,Point(-8.276138 52.142022)
1945,http://www.wikidata.org/entity/Q41876,Reims,Point(4.028611111 49.265277777)
1945,http://www.wikidata.org/entity/Q648,Lille,Point(3.0575 50.631944444)
1945,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1945,http://www.wikidata.org/entity/Q65,Los Angeles,Point(-118.24368 34.05223)
1945,http://www.wikidata.org/entity/Q311984,Boudouaou,Point(3.4047805 36.7313191)
1945,http://www.wikidata.org/entity/Q61302,Chihuahua City,Point(-106.076944444 28.636944444)
1945,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555)
1945,http://www.wikidata.org/entity/Q585790,Brookhaven,Point(-90.443055555 31.581944444)
1945,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555)
1945,http://www.wikidata.org/entity/Q225519,Auburn,Point(-76.564769444 42.931661111)
1946,http://www.wikidata.org/entity/Q1218,Jerusalem,Point(35.225555555 31.778888888)
1946,http://www.wikidata.org/entity/Q664,New Zealand,Point(174.0 -41.2)
1946,http://www.wikidata.org/entity/Q10318,Torre Pellice,Point(7.223333333 44.820277777)
1946,http://www.wikidata.org/entity/Q1761,Dublin,Point(-6.260277777 53.349722222)
1946,http://www.wikidata.org/entity/Q1435,Zagreb,Point(15.977222222 45.813055555)
1946,http://www.wikidata.org/entity/Q984613,Kettering,Point(-0.733333333 52.4)
1946,http://www.wikidata.org/entity/Q986210,Englewood,Point(-73.975801 40.893343)
1946,http://www.wikidata.org/entity/Q3674,Niamey,Point(2.1175 13.515)
1946,http://www.wikidata.org/entity/Q271733,Moshi,Point(37.340380555 -3.334883333)
1946,http://www.wikidata.org/entity/Q11974,Las Palmas de Gran Canaria,Point(-15.431388888 28.127222222)
1946,http://www.wikidata.org/entity/Q44244,Santa Fe,Point(-60.7 -31.633333333)
1946,http://www.wikidata.org/entity/Q1773,Riga,Point(24.106944444 56.9475)
1946,http://www.wikidata.org/entity/Q2978,Regensburg,Point(12.083333333 49.016666666)
1946,http://www.wikidata.org/entity/Q810923,Battambang Province,Point(102.989444444 13.028611111)
1946,http://www.wikidata.org/entity/Q196651,Täteş,Point(48.833333333 54.933333333)
1946,http://www.wikidata.org/entity/Q406,Istanbul,Point(28.960277777 41.01)
1946,http://www.wikidata.org/entity/Q49771,Mariinsk,Point(87.75 56.216666666)
1946,http://www.wikidata.org/entity/Q233808,Aberdeen,Point(-123.815722222 46.975361111)
1946,http://www.wikidata.org/entity/Q578301,Wilmette,Point(-87.723611111 42.077222222)
1946,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1946,http://www.wikidata.org/entity/Q3337734,Neffe,Point(4.91788 50.24828)
1946,http://www.wikidata.org/entity/Q2112,Bielefeld,Point(8.533333333 52.016666666)
1946,http://www.wikidata.org/entity/Q132972,Velsk,Point(42.1 61.066666666)
1946,http://www.wikidata.org/entity/Q485708,Duluth,Point(-92.098055555 46.786944444)
1946,http://www.wikidata.org/entity/Q193019,Juiz de Fora,Point(-43.35 -21.75)
1946,http://www.wikidata.org/entity/Q833,Malaysia,Point(102.314361666 3.7805111)
1946,http://www.wikidata.org/entity/Q16968878,Shaheedanwali,Point(73.532095 32.613044)
1946,http://www.wikidata.org/entity/Q794,Iran,Point(53.0 32.0)
1946,http://www.wikidata.org/entity/Q80561,Antakya,Point(36.160555555 36.2025)
1946,http://www.wikidata.org/entity/Q7932536,Vĩnh Linh,Point(107.0 17.083)
1946,http://www.wikidata.org/entity/Q906,Chelyabinsk,Point(61.4 55.15)
1946,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1946,http://www.wikidata.org/entity/Q3646,Krasnodar,Point(38.983333333 45.033333333)
1946,http://www.wikidata.org/entity/Q62,San Francisco,Point(-122.416388888 37.7775)
1946,http://www.wikidata.org/entity/Q208262,Eastbourne,Point(0.286111111 50.766388888)
1946,http://www.wikidata.org/entity/Q1226766,La Chapelle-Gaugain,Point(0.680555555 47.798888888)
1946,http://www.wikidata.org/entity/Q3022448,Denekamp,Point(7.0089 52.3794)
1946,http://www.wikidata.org/entity/Q161961,Myrhorod,Point(33.612380907 49.963979122)
1946,http://www.wikidata.org/entity/Q30096,Frederiksberg,Point(12.536388888 55.6775)
1946,http://www.wikidata.org/entity/Q37100,Auckland,Point(174.765277777 -36.849166666)
1946,http://www.wikidata.org/entity/Q2618954,Bila Tserkva Raion,Point(30.13444444 49.85166667)
1946,http://www.wikidata.org/entity/Q925598,San Angelo,Point(-100.45 31.45)
1946,http://www.wikidata.org/entity/Q234783,Shaki,Point(47.170555555 41.191944444)
1946,http://www.wikidata.org/entity/Q2495519,Utica,Point(-75.2325 43.100833333)
1946,http://www.wikidata.org/entity/Q4212625,Kantelyna,Point(29.438888888 49.078055555)
1946,http://www.wikidata.org/entity/Q44059,La Plata,Point(-57.95 -34.933333333)
1946,http://www.wikidata.org/entity/Q128133,Niagara Falls,Point(-79.016944 43.093889)
1946,http://www.wikidata.org/entity/Q210985,Chelmsford,Point(0.4798 51.7361)
1946,http://www.wikidata.org/entity/Q1899,Kyiv,Point(30.523611111 50.45)
1946,http://www.wikidata.org/entity/Q79941,Selma,Point(-87.02 32.41)
1946,http://www.wikidata.org/entity/Q138367,Camden,Point(-75.1066 39.9368)
1946,http://www.wikidata.org/entity/Q214178,Nablus,Point(35.266111111 32.216111111)
1946,http://www.wikidata.org/entity/Q1642093,Otrobanda,Point(-68.937 12.109)
1946,http://www.wikidata.org/entity/Q70,Bern,Point(7.44743 46.94798)
1946,http://www.wikidata.org/entity/Q283104,Roșiorii de Vede,Point(24.9655094 44.065006)
1946,http://www.wikidata.org/entity/Q62,San Francisco,Point(-122.416388888 37.7775)
1946,http://www.wikidata.org/entity/Q828736,Hibbing,Point(-92.93833333 47.41722222)
1946,http://www.wikidata.org/entity/Q269,Tashkent,Point(69.279722222 41.311111111)
1946,http://www.wikidata.org/entity/Q172455,Boulogne-Billancourt,Point(2.241388888 48.835277777)
1946,http://www.wikidata.org/entity/Q167394,Kragujevac,Point(20.939444444 44.014166666)
1946,http://www.wikidata.org/entity/Q26807,Prince George's County,Point(-76.85 38.83)
1946,http://www.wikidata.org/entity/Q18426,The Bronx,Point(-73.873207 40.84676)
1946,http://www.wikidata.org/entity/Q30,United States of America,Point(-98.5795 39.828175)
1946,http://www.wikidata.org/entity/Q1297,Chicago,Point(-87.65005 41.85003)
1946,http://www.wikidata.org/entity/Q5448263,Filabusi,Point(29.28333333 -20.53333333)
1947,http://www.wikidata.org/entity/Q207801,Bijeljina,Point(19.215555555 44.756666666)
1947,http://www.wikidata.org/entity/Q109336,Chongjin,Point(129.783055555 41.8)
1947,http://www.wikidata.org/entity/Q35765,Osaka,Point(135.502111111 34.69375)
1947,http://www.wikidata.org/entity/Q122723,Osaka Prefecture,Point(135.519861111 34.686333333)
1947,http://www.wikidata.org/entity/Q1492,Barcelona,Point(2.176944444 41.3825)
1947,http://www.wikidata.org/entity/Q656,Saint Petersburg,Point(30.316666666 59.95)
1947,http://www.wikidata.org/entity/Q2807,Madrid,Point(-3.703333333 40.416944444)
1947,http://www.wikidata.org/entity/Q15180,Soviet Union,Point(90.0 65.0)
1947,http://www.wikidata.org/entity/Q1489,Mexico City,Point(-99.145555555 19.419444444)
1947,http://www.wikidata.org/entity/Q90,Paris,Point(2.352222222 48.856666666)
1947,http://www.wikidata.org/entity/Q18424,Queens,Point(-73.917777777 40.704166666)
1947,http://www.wikidata.org/entity/Q636120,Don Benito,Point(-5.85 38.95)
1947,http://www.wikidata.org/entity/Q209128,Ennis,Point(-8.9807 52.8463)
1947,http://www.wikidata.org/entity/Q1084539,Hammonton,Point(-74.772222222 39.655)
1947,http://www.wikidata.org/entity/Q2599091,Lifta,Point(35.196666666 31.794444444)
1947,http://www.wikidata.org/entity/Q1637452,Hundelshausen,Point(9.85063 51.2927)
1947,http://www.wikidata.org/entity/Q869,Thailand,Point(101.0 14.0)
1947,http://www.wikidata.org/entity/Q2807,Madrid,Point(-3.703333333 40.416944444)
1947,http://www.wikidata.org/entity/Q115329,Camagüey,Point(-77.918611111 21.378611111)
1947,http://www.wikidata.org/entity/Q43100,Kashmir,Point(76.0 34.5)
1947,http://www.wikidata.org/entity/Q23661,Wellington,Point(174.777222222 -41.288888888)
1947,http://www.wikidata.org/entity/Q1733,Magdeburg,Point(11.6399609 52.1315889)
1947,http://www.wikidata.org/entity/Q434924,Altay City,Point(88.130833333 47.826944444)
1947,http://www.wikidata.org/entity/Q51427,Szamotuły,Point(16.583333333 52.6)
1947,http://www.wikidata.org/entity/Q192896,Carlisle,Point(-2.936388888 54.894722222)
1947,http://www.wikidata.org/entity/Q134291,Mersin,Point(34.616666666 36.8)
1947,http://www.wikidata.org/entity/Q103406,Alexandrovsk-Sakhalinsky,Point(142.15 50.9)
1947,http://www.wikidata.org/entity/Q203312,Uccle - Ukkel,Point(4.333888888 50.803611111)
1947,http://www.wikidata.org/entity/Q62,San Francisco,Point(-122.416388888 37.7775)
1947,http://www.wikidata.org/entity/Q580533,Gwadar,Point(62.3225 25.126388888)
1947,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
1947,http://www.wikidata.org/entity/Q1085,Prague,Point(14.421388888 50.0875)
1947,http://www.wikidata.org/entity/Q1722,Dubrovnik,Point(18.108333333 42.640277777)
1947,http://www.wikidata.org/entity/Q5112,Adelaide,Point(138.6 -34.9275)
1947,http://www.wikidata.org/entity/Q1929568,Pine Ridge Indian Reservation,Point(-102.089166666 43.353333333)
1947,http://www.wikidata.org/entity/Q84,London,Point(-0.1275 51.507222222)
1947,http://www.wikidata.org/entity/Q683023,Cantillana,Point(-5.8244449 37.6088766)
1947,http://www.wikidata.org/entity/Q1479,Bordeaux,Point(-0.579444444 44.837777777)
1947,http://www.wikidata.org/entity/Q133073,Dunedin,Point(170.503611111 -45.874166666)
1947,http://www.wikidata.org/entity/Q14960,Brno,Point(16.608333333 49.195277777)
1947,http://www.wikidata.org/entity/Q157144,Vinnytsia,Point(28.467222222 49.237222222)
1947,http://www.wikidata.org/entity/Q16567,Columbus,Point(-83.000555555 39.962222222)
1947,http://www.wikidata.org/entity/Q61,"Washington, D.C.",Point(-77.036666666 38.895)
1947,http://www.wikidata.org/entity/Q2449,Mogadishu,Point(45.341944444 2.039166666)
1947,http://www.wikidata.org/entity/Q1384,New York,Point(-75.0 43.0)
1947,http://www.wikidata.org/entity/Q3572,Tunis,Point(10.18 36.800833333)
1947,http://www.wikidata.org/entity/Q3183,Perth,Point(115.859722222 -31.955833333)
1947,http://www.wikidata.org/entity/Q1345,Philadelphia,Point(-75.163611111 39.952777777)
1947,http://www.wikidata.org/entity/Q28587,Hamadan,Point(48.516666666 34.8)
1947,http://www.wikidata.org/entity/Q22890,Ireland,Point(-7.921 53.351)
1947,http://www.wikidata.org/entity/Q23564,Podgorica,Point(19.262777777 42.441388888)
1947,http://www.wikidata.org/entity/Q2085428,Kendujhar district,Point(85.5 21.5)
1947,http://www.wikidata.org/entity/Q2085428,Kendujhar district,Point(85.6 21.633)
1947,http://www.wikidata.org/entity/Q181376,Hrodna,Point(23.816666666 53.666666666)
1947,http://www.wikidata.org/entity/Q1218696,Bressols,Point(1.338055555 43.968055555)
1947,http://www.wikidata.org/entity/Q1489,Mexico City,Point(-99.145555555 19.419444444)
1947,http://www.wikidata.org/entity/Q1021427,Morgan City,Point(-91.1972 29.7008)
1947,http://www.wikidata.org/entity/Q1899,Kyiv,Point(30.523611111 50.45)
1947,http://www.wikidata.org/entity/Q2288,Tver,Point(35.921927777 56.857827777)
1947,http://www.wikidata.org/entity/Q12609229,Ungchi-myeon,Point(127.02081 34.70412)
1947,http://www.wikidata.org/entity/Q9005,Brussels metropolitan area,Point(4.3525 50.846666666)
1947,http://www.wikidata.org/entity/Q3718,Dakar,Point(-17.457222222 14.731944444)
1947,http://www.wikidata.org/entity/Q36600,The Hague,Point(4.31 52.08)
1947,http://www.wikidata.org/entity/Q727,Amsterdam,Point(4.893611111 52.372777777)
1947,http://www.wikidata.org/entity/Q1138465,Cradock,Point(25.6175 -32.165)
1947,http://www.wikidata.org/entity/Q58401,Shijiazhuang,Point(114.51 38.0425)
1948,http://www.wikidata.org/entity/Q486920,Boyle County,Point(-84.87 37.62)
1948,http://www.wikidata.org/entity/Q2868,Lima,Point(-77.0375 -12.06)
1948,http://www.wikidata.org/entity/Q7784184,Thillenkeri,Point(75.6167 11.95)
1948,http://www.wikidata.org/entity/Q550684,Gärtringen,Point(8.900555555 48.640833333)
1948,http://www.wikidata.org/entity/Q622492,Motreff,Point(-3.555277777 48.201666666)
1948,http://www.wikidata.org/entity/Q5838,Kabul,Point(69.165833333 34.532777777)
1948,http://www.wikidata.org/entity/Q490,Milan,Point(9.19 45.466944444)
1948,http://www.wikidata.org/entity/Q269,Tashkent,Point(69.279722222 41.311111111)
1948,http://www.wikidata.org/entity/Q851,Saudi Arabia,Point(44.116667 23.716667)
1948,http://www.wikidata.org/entity/Q57912,Ski Municipality,Point(10.893888888 59.741944444)
1948,http://www.wikidata.org/entity/Q3642,Asmara,Point(38.916666666 15.333333333)
1948,http://www.wikidata.org/entity/Q41819,Kansas City,Point(-94.583333333 39.05)
1948,http://www.wikidata.org/entity/Q1754,Stockholm,Point(18.068611111 59.329444444)
1948,http://www.wikidata.org/entity/Q170573,Qom,Point(50.876388888 34.64)
1948,http://www.wikidata.org/entity/Q2330467,Guercif,Point(-3.36 34.23)
1948,http://www.wikidata.org/entity/Q1569760,Marshfield,Point(-90.173611111 44.666944444)
1948,http://www.wikidata.org/entity/Q664,New Zealand,Point(174.0 -41.2)
1948,http://www.wikidata.org/entity/Q19770,Sichuan,Point(103.0 30.0)
1948,http://www.wikidata.org/entity/Q27825699,Staphorst,Point(6.2 52.633333)
1948,http://www.wikidata.org/entity/Q23556,Atlanta,Point(-84.390277777 33.756944444)
1948,http://www.wikidata.org/entity/Q1297,Chicago,Point(-87.65005 41.85003)
1948,http://www.wikidata.org/entity/Q194146,Niğde,Point(34.679166666 37.966666666)
1948,http://www.wikidata.org/entity/Q524487,Bodocó,Point(-39.940833333 -7.777777777)
1948,http://www.wikidata.org/entity/Q43070,Donetsk,Point(37.804166666 48.008888888)
1948,http://www.wikidata.org/entity/Q1754,Stockholm,Point(18.068611111 59.329444444)
1948,http://www.wikidata.org/entity/Q69484,Spiez,Point(7.666388888 46.683055555)
1948,http://www.wikidata.org/entity/Q223,Greenland,Point(-40.0 72.0)
1948,http://www.wikidata.org/entity/Q115403,Manzanillo,Point(-77.108611111 20.339722222)
1948,http://www.wikidata.org/entity/Q3711,Belgrade,Point(20.456944444 44.817777777)
1948,http://www.wikidata.org/entity/Q995231,Long Branch,Point(-73.9899 40.2954)
1948,http://www.wikidata.org/entity/Q1019915,Sivrihisar,Point(31.524722222 39.459444444)
1948,http://www.wikidata.org/entity/Q115465,Ciego de Ávila,Point(-78.763055555 21.848055555)
1948,http://www.wikidata.org/entity/Q38022,St. Louis,Point(-90.199444444 38.626388888)
1948,http://www.wikidata.org/entity/Q868660,Kingston,Point(-74.0 41.925)
1948,http://www.wikidata.org/entity/Q2868,Lima,Point(-77.0375 -12.06)
1948,http://www.wikidata.org/entity/Q10389,Bandung,Point(107.6187558 -6.9021856)
1948,http://www.wikidata.org/entity/Q15432,Papum Pare district,Point(93.72 27.15)
1948,http://www.wikidata.org/entity/Q217346,Ithaca,Point(-76.5 42.443333333)
1948,http://www.wikidata.org/entity/Q19660,Bucharest,Point(26.097777777 44.413361111)
1948,http://www.wikidata.org/entity/Q2868,Lima,Point(-77.0375 -12.06)
1948,http://www.wikidata.org/entity/Q727,Amsterdam,Point(4.893611111 52.372777777)
1948,http://www.wikidata.org/entity/Q61,"Washington, D.C.",Point(-77.036666666 38.895)
1948,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
1948,http://www.wikidata.org/entity/Q2807,Madrid,Point(-3.703333333 40.416944444)
1948,http://www.wikidata.org/entity/Q170525,Agadir,Point(-9.583055555 30.421388888)
1948,http://www.wikidata.org/entity/Q162442,Prayagraj,Point(81.85 25.45)
1948,http://www.wikidata.org/entity/Q4141881,Golovinscheno,Point(44.000555555 53.310277777)
1948,http://www.wikidata.org/entity/Q41876,Reims,Point(4.028611111 49.265277777)
1948,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-2.0 54.6)
1948,http://www.wikidata.org/entity/Q1898112,Boone,Point(-93.886111111 42.061111111)
1948,http://www.wikidata.org/entity/Q25804,Trondheim,Point(10.4 63.44)
1948,http://www.wikidata.org/entity/Q1183,Puerto Rico,Point(-66.5 18.25)
1948,http://www.wikidata.org/entity/Q16147,Güstrow,Point(12.176388888 53.793888888)
1948,http://www.wikidata.org/entity/Q10707908,Täby parish,Point(18.056666666 59.490833333)
1948,http://www.wikidata.org/entity/Q2980110,Yovon District,Point(69.0 38.25)
1948,http://www.wikidata.org/entity/Q2980110,Yovon District,Point(69.004166666 38.2875)
1948,http://www.wikidata.org/entity/Q205580,Palaiseau,Point(2.249722222 48.718333333)
1948,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
1948,http://www.wikidata.org/entity/Q33935,Tel Aviv-Yafo,Point(34.78 32.08)
1948,http://www.wikidata.org/entity/Q42716,Saint-Étienne,Point(4.389722222 45.433888888)
1948,http://www.wikidata.org/entity/Q157260,Horlivka,Point(38.0925 48.333611111)
1948,http://www.wikidata.org/entity/Q989858,Palmira,Point(-76.295555555 3.534722222)
1948,http://www.wikidata.org/entity/Q1479,Bordeaux,Point(-0.579444444 44.837777777)
1948,http://www.wikidata.org/entity/Q2477932,Ražanj,Point(21.55 43.666666666)
1948,http://www.wikidata.org/entity/Q9920,Haarlem,Point(4.640555555 52.380277777)
1948,http://www.wikidata.org/entity/Q20927,Daegu,Point(128.601666666 35.871666666)
1948,http://www.wikidata.org/entity/Q2674024,Summit,Point(-87.8167 41.7833)
1948,http://www.wikidata.org/entity/Q231645,Setagaya-ku,Point(139.653222222 35.646555555)
1948,http://www.wikidata.org/entity/Q55740,San Fernando,Point(120.683333333 15.033333333)
1948,http://www.wikidata.org/entity/Q6548,Orléans,Point(1.904166666 47.902222222)
1948,http://www.wikidata.org/entity/Q7038777,Ninh Phước,Point(108.92666667 11.52583333)
1948,http://www.wikidata.org/entity/Q1008456,Puerto Cabezas,Point(-83.383125 14.029413888)
1948,http://www.wikidata.org/entity/Q485186,Key West,Point(-81.783611111 24.559722222)
1948,http://www.wikidata.org/entity/Q7161540,Pellegrini,Point(-63.133333333 -36.266666666)
1948,http://www.wikidata.org/entity/Q586,Bonn,Point(7.099722222 50.733888888)
1948,http://www.wikidata.org/entity/Q1741,Vienna,Point(16.3725 48.208333333)
1948,http://www.wikidata.org/entity/Q24861,Albany,Point(-73.766666666 42.65)
1948,http://www.wikidata.org/entity/Q17042,Oakland,Point(-122.25 37.8)
1948,http://www.wikidata.org/entity/Q36,Poland,Point(19.0 52.0)
1948,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
1948,http://www.wikidata.org/entity/Q7958935,Wadakkancherry,Point(76.249444444 10.659444444)
1948,http://www.wikidata.org/entity/Q2933,Asunción,Point(-57.633333333 -25.3)
1948,http://www.wikidata.org/entity/Q9783,Roermond,Point(5.987222222 51.193333333)
1948,http://www.wikidata.org/entity/Q301284,Stinatz,Point(16.133333333 47.203888888)
1948,http://www.wikidata.org/entity/Q79920,Nayarit,Point(-105.0 22.0)
1949,http://www.wikidata.org/entity/Q64,Berlin,Point(13.383333333 52.516666666)
1949,http://www.wikidata.org/entity/Q1715,Hanover,Point(9.738611111 52.374444444)
1949,http://www.wikidata.org/entity/Q1456,South Carolina,Point(-81.0 34.0)
