"generations","lieu_naissance","geo_coord","effectif"
"1926-1950",Annaba,Point(7.766666666 36.9),1
"1926-1950",Great Falls,Point(-111.286388888 47.503611111),1
"1926-1950",Plombières-lès-Dijon,Point(4.972222222 47.339444444),1
"1926-1950",Adidome,Point(0.499792 6.07407),1
"1926-1950",Carlton,Point(144.967 -37.8001),1
"1926-1950",Al-Qurayya,Point(36.59694444 32.5425),1
"1926-1950",Encarnación,Point(-55.866666666 -27.333333333),1
"1926-1950",Sofia,Point(23.321726 42.697886),1
"1926-1950",Gjakova,Point(20.435555555 42.3825),1
"1926-1950",Gaza City,Point(34.45 31.516666666),1
"1926-1950",Aranmula,Point(76.68 9.33),1
"1926-1950",North East England,Point(-1.866666666 55.0),1
"1926-1950",Athlone,Point(-113.551 53.587),1
"1926-1950",Aymanam,Point(76.485105555 9.624661111),1
"1926-1950",Berkeley,Point(-122.268055555 37.870277777),1
"1926-1950",Key West,Point(-81.783611111 24.559722222),1
"1926-1950",Duluth,Point(-92.098055555 46.786944444),1
"1926-1950",Boyle County,Point(-84.87 37.62),1
"1926-1950",Neuilly-sur-Seine,Point(2.2675 48.887222222),1
"1926-1950",Milan,Point(9.19 45.466944444),1
"1926-1950",Cambridge,Point(-71.106111111 42.375),1
"1926-1950",Bridgeport,Point(-73.2 41.183333333),1
"1926-1950",Worcester,Point(-71.798888888 42.271388888),1
"1926-1950",Reno,Point(-119.812666666 39.526111111),1
"1926-1950",St. Petersburg,Point(-82.64 27.773055555),1
"1926-1950",Toledo,Point(-83.537777777 41.652777777),1
"1926-1950",Getxo,Point(-3.006388888 43.344166666),1
"1926-1950",Aurora,Point(-104.8125 39.710833333),1
"1926-1950",Tampa,Point(-82.458611111 27.9475),1
"1926-1950",Turin,Point(7.676111111 45.079166666),1
"1926-1950",Mariinsk,Point(87.75 56.216666666),1
"1926-1950",Rotenburg an der Wümme,Point(9.410833333 53.111388888),1
"1926-1950",Merced,Point(-120.483055555 37.302222222),1
"1926-1950",Vereeniging,Point(27.931944444 -26.673611111),1
"1926-1950",Magoffin County,Point(-83.06 37.7),1
"1926-1950",Ayacucho,Point(-74.224444444 -13.163055555),1
"1926-1950",Walsall,Point(-1.98 52.58),1
"1926-1950",Decatur,Point(-88.944166666 39.851666666),1
"1926-1950",Baidoa,Point(43.65 3.116666666),1
"1926-1950",Seattle,Point(-122.33207 47.60621),2
"1926-1950",Baltimore,Point(-76.615 39.286388888),2
"1926-1950",Mauricie,Point(-73.0 47.0),1
"1926-1950",Adelaide,Point(138.6 -34.9275),1
"1926-1950",Bartholomä,Point(9.9875 48.753611111),2
"1926-1950",Szamotuły,Point(16.583333333 52.6),1
"1926-1950",Makhachkala,Point(47.483333333 42.983333333),1
"1926-1950",Illingen,Point(7.052511111 49.376438888),1
"1926-1950",Verdun,Point(-73.5731774 45.459078),1
"1926-1950",Polignano a Mare,Point(17.220277777 40.996111111),1
"1926-1950",Salinas,Point(-5.96127963 43.57557283),1
"1926-1950",Walsrode,Point(9.58525 52.8592),1
"1926-1950",Saint-Marcellin,Point(5.319722222 45.151666666),1
"1926-1950",Bodocó,Point(-39.940833333 -7.777777777),1
"1926-1950",Rosario,Point(-60.639444444 -32.9575),2
"1926-1950",Rosh Pinna,Point(35.542455555 32.969086111),1
"1926-1950",Belleville,Point(-74.1618 40.7955),1
"1926-1950",Dinas Cross,Point(-4.90978 52.0109),1
"1926-1950",Andøya,Point(15.716666666 69.1),1
"1926-1950",Andújar,Point(-4.0505603 38.0392362),1
"1926-1950",Saltillo,Point(-100.991944444 25.423055555),1
"1926-1950",East Oak Lane,Point(-75.1283 40.0525),1
"1926-1950",Manitowoc,Point(-87.6810199 44.0990417),2
"1926-1950",Siberia,Point(105.0 60.0),1
"1926-1950",Filabusi,Point(29.28333333 -20.53333333),1
"1926-1950",Trieste,Point(13.770277777 45.650277777),1
"1926-1950",Cape Town,Point(18.423888888 -33.925277777),2
"1926-1950",Durban,Point(31.025 -29.858333333),2
"1926-1950",Netherlands,Point(5.55 52.316666666),1
"1926-1950",Gärtringen,Point(8.900555555 48.640833333),1
"1926-1950",Glen Huntly,Point(145.046 -37.894),1
"1926-1950",San Fernando,Point(120.683333333 15.033333333),1
"1926-1950",Paniqui,Point(120.578888888 15.668055555),1
"1926-1950",Annecy-le-Vieux,Point(6.141944444 45.919166666),1
"1926-1950",Neman,Point(22.033333333 55.033333333),1
"1926-1950",Heart Mountain Relocation Center,Point(-108.946388888 44.671666666),1
"1926-1950",Hünfeld,Point(9.766666666 50.666666666),1
"1926-1950",Turnu Măgurele,Point(24.870833333 43.751666666),1
"1926-1950",Lakewood,Point(-81.800277777 41.480833333),1
"1926-1950",Atalaya,Point(-57.5333 -35.0333),1
"1926-1950",Mary,Point(61.833333333 37.6),1
"1926-1950",Newcastle,Point(151.75 -32.916666666),1
"1926-1950",Greenville,Point(-82.385555555 34.844444444),2
"1926-1950",Libina,Point(17.082766438 49.876444846),1
"1926-1950",Wilmette,Point(-87.723611111 42.077222222),1
"1926-1950",Wolf Point,Point(-105.6425 48.091388888),1
"1926-1950",Ski Municipality,Point(10.893888888 59.741944444),1
"1926-1950",Łódź,Point(19.466666666 51.75),2
"1926-1950",Gwadar,Point(62.3225 25.126388888),1
"1926-1950",Nauen,Point(12.883055555 52.6),1
"1926-1950",Kabul,Point(69.165833333 34.532777777),1
"1926-1950",Shijiazhuang,Point(114.51 38.0425),1
"1926-1950",Oslo,Point(10.738888888 59.913333333),1
"1926-1950",Brookhaven,Point(-90.443055555 31.581944444),1
"1926-1950",Bonn,Point(7.099722222 50.733888888),1
"1926-1950",Maddaloni,Point(14.383333333 41.033333333),1
"1926-1950",Kabale,Point(29.989722222 -1.248333333),1
"1926-1950",Falkenberg,Point(13.949722222 52.816666666),1
"1926-1950","Abkenar, Gilan",Point(49.333889 37.460556),1
"1926-1950",Lisbon,Point(-9.139016 38.708042),2
"1926-1950",Bejaia,Point(5.064166666 36.751111111),1
"1926-1950",New York City,Point(-74.0 40.7),27
"1926-1950",Georgetown,Point(-79.293888888 33.3675),1
"1926-1950",Pajacuarán,Point(-102.565513333 20.116893888),1
"1926-1950",Plains,Point(-84.393333333 32.033611111),1
"1926-1950","Washington, D.C.",Point(-77.036666666 38.895),4
"1926-1950",Chihuahua City,Point(-106.076944444 28.636944444),2
"1926-1950",Nellore,Point(79.966666666 14.433333333),1
"1926-1950",Padua,Point(11.877777777 45.406388888),1
"1926-1950",Q6172018,Point(-71.098698 -34.356426),1
"1926-1950",San Francisco,Point(-122.416388888 37.7775),5
"1926-1950",Motreff,Point(-3.555277777 48.201666666),1
"1926-1950",North Glengarry,Point(-74.669444444 45.372777777),1
"1926-1950",South Hwanghae Province,Point(125.716667 38.033333),1
"1926-1950",Bergamo,Point(9.67 45.695),1
"1926-1950",Bad Zwesten,Point(9.183055555 51.049722222),1
"1926-1950",Jungshahi,Point(67.7725 24.85722222),1
"1926-1950",Ulcumayo District,Point(-75.8787489 -10.9675884),1
"1926-1950",Indianapolis,Point(-86.158055555 39.768611111),1
"1926-1950",Don Benito,Point(-5.85 38.95),1
"1926-1950",Kanke,Point(9.555699 9.381645),1
"1926-1950",Kanke,Point(9.632777777 9.393055555),1
"1926-1950",Arcos de la Frontera,Point(-5.8063128 36.7482937),1
"1926-1950",Avignon,Point(4.808333333 43.948611111),1
"1926-1950",Berlin,Point(13.383333333 52.516666666),7
"1926-1950",Sialkot,Point(74.533333333 32.5),1
"1926-1950",Montpellier,Point(3.877230555 43.610919444),1
"1926-1950",Lille,Point(3.0575 50.631944444),1
"1926-1950",Moscow,Point(37.617777777 55.755833333),30
"1926-1950",Los Angeles,Point(-118.24368 34.05223),4
"1926-1950",Liberty,Point(-74.746666666 41.801388888),1
"1926-1950",Orléans,Point(1.904166666 47.902222222),1
"1926-1950",Linnton,Point(-122.772880555 45.585819444),1
"1926-1950",Saint Petersburg,Point(30.316666666 59.95),11
"1926-1950",Rovigo,Point(11.794 45.0809),1
"1926-1950",Strasbourg,Point(7.752222222 48.573333333),1
"1926-1950",Bad St. Leonhard im Lavanttal,Point(14.794722222 46.9625),1
"1926-1950",New Zealand,Point(174.0 -41.2),2
"1926-1950",India,Point(83.0 22.8),1
"1926-1950",Mussoorie,Point(78.078055555 30.456111111),1
"1926-1950",Livorno,Point(10.316666666 43.55),1
"1926-1950",Shorter,Point(-85.943326 32.401397),1
"1926-1950",Vevey,Point(6.85 46.466666666),1
"1926-1950",Cantillana,Point(-5.8244449 37.6088766),1
"1926-1950",Gunjur,Point(-16.733888888 13.201944444),1
"1926-1950",Gunjur,Point(-16.766666666 13.183333333),1
"1926-1950",Wilmersdorf,Point(13.316666666 52.483333333),1
"1926-1950",Munsieville,Point(27.753 -26.075),1
"1926-1950",Spiez,Point(7.666388888 46.683055555),1
"1926-1950",Bern,Point(7.44743 46.94798),1
"1926-1950",Rheydt,Point(6.45 51.166666666),1
"1926-1950",Ninh Phước,Point(108.92666667 11.52583333),1
"1926-1950",Dubbo,Point(148.6011111 -32.248333333),1
"1926-1950",Volta Region,Point(0.5 6.5),1
"1926-1950",Pellegrini,Point(-63.133333333 -36.266666666),1
"1926-1950",Zürich,Point(8.541111111 47.374444444),1
"1926-1950",Plympton,Point(138.55 -34.95),1
"1926-1950",Mykolaivka,Point(37.678333333 47.651944444),1
"1926-1950",Poston War Relocation Center,Point(-114.401111111 33.9875),1
"1926-1950",Maine,Point(-69.0 45.5),1
"1926-1950",Ashtabula,Point(-80.796944444 41.877222222),1
"1926-1950",Amsterdam,Point(4.893611111 52.372777777),9
"1926-1950",Chatham,Point(0.523333333 51.381944444),1
"1926-1950",Tiel,Point(5.4333 51.8833),1
"1926-1950",IJlst,Point(5.6264 53.0097),1
"1926-1950",Atoyac de Álvarez,Point(-100.08333333 17.05),1
"1926-1950",Sittwe,Point(92.896944444 20.144444444),1
"1926-1950",Sainthamaruthu,Point(81.83388889 7.39388889),1
"1926-1950",New Rochelle,Point(-73.781944444 40.908611111),2
"1926-1950",St. Joseph,Point(-94.846638888 39.768611111),1
"1926-1950",Sevastopol,Point(33.5225 44.605),1
"1926-1950",Reșița,Point(21.890277777 45.3),1
"1926-1950",Białystok,Point(23.166666666 53.116666666),1
"1926-1950",Dzerzhinsk,Point(43.45 56.233333333),1
"1926-1950",Testrup Højskole,Point(10.1346 56.0671),1
"1926-1950",Winona,Point(-91.640438888 44.047888888),1
"1926-1950",Klaipėda,Point(21.135 55.7125),1
"1926-1950",Thillenkeri,Point(75.6167 11.95),1
"1926-1950",Basel,Point(7.590555555 47.560555555),1
"1926-1950",Hawaii,Point(-158.0 21.5),1
"1926-1950",Valtice,Point(16.75498066 48.740717231),1
"1926-1950",Cyangugu,Point(28.896666666 -2.483333333),1
"1926-1950",Ossendorf,Point(6.905 50.9686),1
"1926-1950",Toulouse,Point(1.443888888 43.604444444),1
"1926-1950",Haiti,Point(-72.8 19.0),1
"1926-1950",Casablanca,Point(-7.62 33.599166666),3
"1926-1950",Linden,Point(-87.792777777 32.301111111),1
"1926-1950",Zwolle,Point(6.1 52.516666666),2
"1926-1950",Vĩnh Linh,Point(107.0 17.083),1
"1926-1950",Iran,Point(53.0 32.0),1
"1926-1950",Wadakkancherry,Point(76.249444444 10.659444444),1
"1926-1950",Bhingar,Point(74.773336111 19.099025),1
"1926-1950",Wattala,Point(79.883333333 6.983333333),1
"1926-1950",Yuma,Point(-114.615277777 32.692222222),1
"1926-1950",Troy,Point(-85.967317 31.80196),1
"1926-1950",Birmingham,Point(-86.809444444 33.5175),1
"1926-1950",Mobile,Point(-88.052672222 30.727669444),2
"1926-1950","Westville, KwaZulu-Natal",Point(30.925 -29.831),1
"1926-1950",Nayarit,Point(-105.0 22.0),1
"1926-1950",Selma,Point(-87.02 32.41),1
"1926-1950",Daugavpils,Point(26.516111111 55.871388888),1
"1926-1950",Utrecht,Point(5.121666666 52.090833333),5
"1926-1950",Bengal,Point(88.7311 23.9888),1
"1926-1950",Shreveport,Point(-93.762777777 32.508055555),1
"1926-1950",Maulbronn,Point(8.810833333 49.000277777),1
"1926-1950",Antakya,Point(36.160555555 36.2025),1
"1926-1950",Voorburg,Point(4.355 52.07),1
"1926-1950",Fez,Point(-5.003333333 34.043333333),2
"1926-1950",Jordan,Point(36.5 31.2),1
"1926-1950",Charleroi,Point(4.444166666 50.416666666),2
"1926-1950",Battambang Province,Point(102.989444444 13.028611111),1
"1926-1950",Nicaragua,Point(-85.0 13.0),1
"1926-1950",Florida,Point(-81.631666666 28.133333333),1
"1926-1950",Lagos,Point(3.75 6.583333333),1
"1926-1950",Nußloch,Point(8.693888888 49.323611111),1
"1926-1950",York,Point(-76.7281 39.9628),1
"1926-1950",Temuco,Point(-72.5901 -38.7399),1
"1926-1950",Brașov,Point(25.6 45.65),2
"1926-1950",Nevele,Point(3.5475 51.0342),1
"1926-1950",Krosno,Point(21.7651672 49.6936989),1
"1926-1950",Olsztyn,Point(20.494166666 53.78),1
"1926-1950",Hibbing,Point(-92.93833333 47.41722222),1
"1926-1950",Oberndorf am Neckar,Point(8.5725 48.291388888),1
"1926-1950",Malaysia,Point(102.314361666 3.7805111),2
"1926-1950",Boinville-en-Mantois,Point(1.756944444 48.930555555),1
"1926-1950",Correa (Santa Fe),Point(-61.2517054 -32.84599),1
"1926-1950",Bitterfeld,Point(12.33 51.623888888),1
"1926-1950",Ealing,Point(-0.3058 51.5111),1
"1926-1950",London,Point(-0.1275 51.507222222),5
"1926-1950",Pakistan,Point(71.0 30.0),3
"1926-1950",Pontiac,Point(-83.2925 42.646111111),1
"1926-1950",Kārsava,Point(27.673888888 56.786666666),1
"1926-1950",Cairo,Point(31.235833333 30.044444444),5
"1926-1950",Saudi Arabia,Point(44.116667 23.716667),3
"1926-1950",San Leandro,Point(-122.156111111 37.725),1
"1926-1950",Wad Madani,Point(33.51 14.4),1
"1926-1950",Courcelles-lès-Lens,Point(3.018055555 50.418055555),1
"1926-1950",Bilsdorf,Point(6.82194 49.3839),1
"1926-1950",Hong Kong,Point(114.158611111 22.278333333),1
"1926-1950",Miami,Point(-80.216666666 25.783333333),1
"1926-1950",Karachi,Point(67.01 24.86),1
"1926-1950",Itta Bena,Point(-90.3222 33.4958),1
"1926-1950",Salt,Point(35.727222222 32.039166666),1
"1926-1950",Rio de Janeiro,Point(-43.205555555 -22.911111111),1
"1926-1950",Seoul,Point(126.99 37.56),1
"1926-1950",Labé Region,Point(-12.0 11.75),1
"1926-1950",Shanghai,Point(121.466666666 31.166666666),2
"1926-1950",Kingston,Point(-74.0 41.925),1
"1926-1950",Thailand,Point(101.0 14.0),1
"1926-1950",Pathein,Point(94.733333333 16.766666666),1
"1926-1950",Seville,Point(-5.983333333 37.383333333),2
"1926-1950",La Guaira,Point(-66.933055555 10.6),1
"1926-1950",A Coruña,Point(-8.383333333 43.366666666),1
"1926-1950",Vietnam,Point(108.0 16.0),1
"1926-1950",Granada,Point(-3.600833333 37.178055555),1
"1926-1950",Valencia,Point(-0.376388888 39.47),1
"1926-1950",Novosibirsk,Point(82.916666666 55.033333333),1
"1926-1950",Málaga,Point(-4.416666666 36.716666666),1
"1926-1950",Yekaterinburg,Point(60.612777777 56.835555555),1
"1926-1950",Retalhuleu Department,Point(-91.6783 14.5353),1
"1926-1950",Lozova,Point(36.316111111 48.889166666),1
"1926-1950",Nizhny Novgorod,Point(44.0075 56.326944444),1
"1926-1950",Téra,Point(0.753055555 14.010555555),1
"1926-1950",Téra,Point(0.75306 14.01056),1
"1926-1950",Dar Naim,Point(-15.96666667 18.03333333),1
"1926-1950",Dar Naim,Point(-15.96667 18.03333),1
"1926-1950",Omsk,Point(73.383333333 54.966666666),1
"1926-1950",Brattleboro,Point(-72.614444444 42.861944444),1
"1926-1950",Paris,Point(2.352222222 48.856666666),4
"1926-1950",Brussels metropolitan area,Point(4.3525 50.846666666),1
"1926-1950",Bangladesh,Point(89.866667 24.016667),2
"1926-1950",Chelyabinsk,Point(61.4 55.15),1
"1926-1950",Drăgușeni,Point(27.76339 45.978353),1
"1926-1950",Ufa,Point(55.9475 54.726111111),1
"1926-1950",Chełm County,Point(23.483333333 51.15),1
"1926-1950",Winterthur,Point(8.72671 47.4992),1
"1926-1950",Baku,Point(49.835183333 40.366655555),2
"1926-1950",San Angelo,Point(-100.45 31.45),1
"1926-1950",Pinehurst,Point(-83.7611 32.1944),1
"1926-1950",Philippines,Point(123.0 12.0),1
"1926-1950",Hoshiarpur,Point(75.917222222 31.532222222),1
"1926-1950",Gujrat,Point(74.078888888 32.573611111),1
"1926-1950",Stulno,Point(23.6167 51.3833),1
"1926-1950",Dushanbe,Point(68.786388888 38.573055555),1
"1926-1950",Istarawshan,Point(69.006388888 39.910833333),1
"1926-1950",Silvan,Point(41.001388888 38.142222222),1
"1926-1950",Cenad,Point(20.586666666 46.1375),1
"1926-1950",Monroe,Point(-92.1183 32.5094),1
"1926-1950",San Francisco de Acámbaro,Point(-100.721388888 20.0325),1
"1926-1950",Braine-le-Comte,Point(4.133333333 50.6),1
"1926-1950",Zimbabwe,Point(30.0 -19.0),1
"1926-1950",Rahachow,Point(30.05 53.1),1
"1926-1950",Beijing,Point(116.407526 39.90403),2
"1926-1950",Masaka,Point(31.733888888 -0.333611111),1
"1926-1950",Vladivostok,Point(131.885277777 43.115),1
"1926-1950",Mexico,Point(-102.0 23.0),1
"1926-1950",Botswana,Point(23.7 -22.2),1
"1926-1950",Democratic Republic of the Congo,Point(23.656111111 -2.88),1
"1926-1950",Ponerihouen,Point(165.4 -21.083333333),1
"1926-1950",Grand Saline,Point(-95.7114 32.6778),1
"1926-1950",San Antonio,Point(-98.493888888 29.425),1
"1926-1950",Tomsk,Point(84.952222222 56.488611111),2
"1926-1950",Roermond,Point(5.987222222 51.193333333),1
"1926-1950",Eindhoven,Point(5.484166666 51.434444444),2
"1926-1950",Lake Worth Beach,Point(-80.058611111 26.619722222),2
"1926-1950",Helmond,Point(5.65559 51.47968),1
"1926-1950",Tébessa,Point(8.116666666 35.4),1
"1926-1950",Kettering,Point(-0.733333333 52.4),1
"1926-1950",Huehuetenango,Point(-91.476111111 15.314722222),1
"1926-1950",Ridder,Point(83.512777777 50.344166666),1
"1926-1950",Englewood,Point(-73.975801 40.893343),1
"1926-1950",Buckeye,Point(-112.590833333 33.370555555),1
"1926-1950",Emmett,Point(-116.495 43.8728),1
"1926-1950",Hove,Point(-0.1725 50.831111111),1
"1926-1950",Amstelveen,Point(4.858055555 52.301944444),1
"1926-1950",Palmira,Point(-76.295555555 3.534722222),1
"1926-1950",Taxco de Alarcón,Point(-99.60592 18.55462),1
"1926-1950",Littlehampton,Point(-0.540888888 50.809380555),1
"1926-1950",Seixal,Point(-9.083333333 38.633333333),1
"1926-1950",Exeter,Point(-70.947777777 42.981388888),1
"1926-1950",Den Helder,Point(4.758888888 52.958333333),1
"1926-1950",Haarlem,Point(4.640555555 52.380277777),2
"1926-1950",Massillon,Point(-81.52278 40.795),1
"1926-1950",Mampong,Point(-1.4 7.066666666),1
"1926-1950",Orizaba,Point(-97.1 18.85),1
"1926-1950",Podujeva,Point(21.19166667 42.91166667),1
"1926-1950",Long Branch,Point(-73.9899 40.2954),1
"1926-1950",Piripiri,Point(-41.776944444 -4.272777777),1
"1926-1950",Chaiyaphum,Point(102.031111111 15.805555555),1
"1951-1975",Boston,Point(-71.057777777 42.360277777),3
"1951-1975",Hengelo,Point(6.793055555 52.265555555),1
"1951-1975",Curepipe,Point(57.516666666 -20.316666666),1
"1951-1975",Curepipe,Point(57.52028 -20.31472),1
"1951-1975",Glen Ridge,Point(-74.2046 40.8048),1
"1951-1975",Tumaco,Point(-78.764722222 1.806666666),1
"1951-1975",Cazenga,Point(13.29583333 -8.83888889),1
"1951-1975",Woolwich,Point(0.066666666 51.491666666),1
"1951-1975",Mymensingh,Point(90.416666666 24.75),1
"1951-1975",Ivory Coast,Point(-6.0 8.0),1
"1951-1975",Canindé,Point(-39.311944444 -4.358888888),1
"1951-1975",Puerto Cabezas,Point(-83.383125 14.029413888),1
"1951-1975",Soacha,Point(-74.214444444 4.578055555),1
"1951-1975",Sakon Nakhon,Point(104.145555555 17.156388888),1
"1951-1975",Silopi,Point(42.471666666 37.249722222),1
"1951-1975",Okhtyrka,Point(34.901558718 50.307431827),1
"1951-1975",Mbale,Point(34.1749506 1.0711896),1
"1951-1975",Yixing,Point(119.823888888 31.369722222),1
"1951-1975",Libya,Point(17.0 27.0),1
"1951-1975",Marrakesh,Point(-7.98108 31.62947),2
"1951-1975",Aachen,Point(6.083788 50.776207),1
"1951-1975",Merlo,Point(-58.7275 -34.6653),1
"1951-1975",Sadr City,Point(44.458333333 33.388888888),1
"1951-1975",Ruyigi,Point(30.25 -3.466666666),1
"1951-1975",Tarrytown,Point(-73.859722222 41.069166666),1
"1951-1975",Huadian,Point(126.73883 42.96883),1
"1951-1975",Huadian,Point(126.74778 42.96333),1
"1951-1975",Haymana,Point(32.5049 39.44171),1
"1951-1975",Stuttgart,Point(9.18 48.7775),4
"1951-1975",Tianchang,Point(119.00408 32.68535),1
"1951-1975",Kemah,Point(39.035555555 39.602777777),1
"1951-1975",Nazımiye,Point(39.828888888 39.181111111),1
"1951-1975",Retalhuleu,Point(-91.683333333 14.533333333),1
"1951-1975",Pärnu,Point(24.498888888 58.384444444),1
"1951-1975",Ikeja,Point(3.333333333 6.583333333),1
"1951-1975",Ikeja,Point(3.34259 6.61857),1
"1951-1975",Ventnor,Point(-1.2084 50.5976),1
"1951-1975",Mercedes,Point(-59.433333333 -34.65),1
"1951-1975",Digor,Point(43.4125 40.375555555),1
"1951-1975",Morocco,Point(-6.0 32.0),1
"1951-1975",Westerly,Point(-71.827222222 41.3775),1
"1951-1975",Pamplona,Point(-1.65 42.816666666),1
"1951-1975",Zaragoza,Point(-0.883333333 41.65),2
"1951-1975",San Sebastián,Point(-1.98 43.32),1
"1951-1975",Częstochowa,Point(19.12217 50.80964),1
"1951-1975",Masaka District,Point(31.666666666 -0.316666666),1
"1951-1975",Nigeria,Point(8.0 9.0),4
"1951-1975",Uganda,Point(32.39 1.28),3
"1951-1975",Rwanda,Point(30.0 -2.0),2
"1951-1975",Karlsruhe,Point(8.4 49.016666666),1
"1951-1975",Sierra Leone,Point(-12.1 8.5),1
"1951-1975",Newburgh,Point(-74.019444444 41.519722222),1
"1951-1975",Sudan,Point(32.0 15.0),1
"1951-1975",Eswatini,Point(31.433333 -26.483333),1
"1951-1975",Catavi,Point(-66.56472222 -18.41361111),1
"1951-1975",Sosnowiec,Point(19.166666666 50.3),1
"1951-1975",Sosnowiec,Point(19.1946 50.2711),1
"1951-1975",Miass,Point(60.1 55.05),1
"1951-1975",British Hong Kong,Point(114.16 22.28),2
"1951-1975",Hamburg,Point(10.0 53.55),6
"1951-1975",Cerro,Point(-82.395 23.088055555),1
"1951-1975",Tampa Bay,Point(-82.545833333 27.7625),1
"1951-1975",Gujarat,Point(72.655 23.22),1
"1951-1975",Belfast,Point(-5.93 54.596388888),2
"1951-1975",Ahmedabad,Point(72.579722222 23.021944444),1
"1951-1975",Koumra,Point(17.55 8.9),1
"1951-1975",Sivas,Point(37.016666666 39.75),1
"1951-1975",Belize City,Point(-88.188611111 17.498611111),1
"1951-1975",Prague,Point(14.421388888 50.0875),2
"1951-1975",Sascut,Point(27.06666667 46.18333333),1
"1951-1975",Dongshigu,Point(117.33028 39.87889),1
"1951-1975",Orange,Point(-74.2357 40.768),1
"1951-1975",Ciénaga,Point(-74.246666666 11.006666666),1
"1951-1975",Esclanyà,Point(3.17728 41.929102),1
"1951-1975",Bushey,Point(-0.3604 51.6429),1
"1951-1975",Ife North,Point(4.4475 7.266944444),1
"1951-1975",Ife North,Point(4.46667 7.36667),1
"1951-1975",Semarang,Point(110.4225 -6.99),1
"1951-1975",Karak District,Point(71.083333333 33.133333333),1
"1951-1975",Sarajevo,Point(18.413055555 43.856388888),1
"1951-1975",Lajoskomárom,Point(18.339319444 46.842111111),1
"1951-1975",Durango,Point(-104.654444444 24.022777777),1
"1951-1975",Manhattan,Point(-73.994166666 40.728333333),2
"1951-1975",Kingdom of Afghanistan,Point(65.0 33.0),1
"1951-1975",Malang,Point(112.62 -7.98),1
"1951-1975",Pasuruan,Point(112.906477777 -7.640622222),1
"1951-1975",Bantul,Point(110.334111 -7.884611),1
"1951-1975",Mataró,Point(2.45 41.533333333),1
"1951-1975",Ethiopia,Point(40.0 9.0),1
"1951-1975",Mukono District,Point(32.7599 0.0975),1
"1951-1975",Camagüey,Point(-77.918611111 21.378611111),2
"1951-1975",Mumbai,Point(72.8775 19.075833333),5
"1951-1975",Tarragona City,Point(1.25 41.11667),1
"1951-1975",Chhattisgarh,Point(81.6 21.27),1
"1951-1975",Ghana,Point(-1.08 8.03),1
"1951-1975",Goa,Point(74.043333 15.401944),1
"1951-1975",Pontecorvo,Point(13.6676 41.4626),1
"1951-1975",Lahore,Point(74.343611111 31.549722222),6
"1951-1975",Wuhan,Point(114.288055555 30.587222222),1
"1951-1975",Anambra State,Point(7.0 6.333333333),1
"1951-1975",Kerala,Point(76.3 10.0),2
"1951-1975",Leuven,Point(4.704444 50.8775),3
"1951-1975",Luanzhou,Point(118.704 39.741),1
"1951-1975",Huesca,Point(-0.408897222 42.1401),1
"1951-1975",Gucheng County,Point(115.9651 37.3472),1
"1951-1975",Wangkui County,Point(126.47588 46.8317),1
"1951-1975",Las Palmas de Gran Canaria,Point(-15.431388888 28.127222222),3
"1951-1975",Minquan County,Point(115.14449 34.65077),1
"1951-1975",Luoshan County,Point(114.52461 32.20256),1
"1951-1975",Shuangfeng County,Point(112.19113 27.45951),1
"1951-1975",Jia County,Point(110.4889 38.02035),1
"1951-1975",Yanchi County,Point(107.40002 37.7842),1
"1951-1975",Illinois,Point(-89.250277777 40.000277777),1
"1951-1975",Devrek,Point(31.955157 41.219552),1
"1951-1975",Gongzhuling,Point(124.80883 43.50359),1
"1951-1975",Mashhad,Point(59.605923055 36.297494444),1
"1951-1975",Jerusalem,Point(35.225555555 31.778888888),6
"1951-1975",Brest,Point(-4.486944444 48.39),1
"1951-1975",Nahya,Point(31.127893 30.047813),1
"1951-1975",Gijón,Point(-5.67732 43.52931),1
"1951-1975",Plaka,Point(23.730555555 37.972222222),1
"1951-1975",Stalbridge,Point(-2.38 50.96),1
"1951-1975",Detroit,Point(-83.0475 42.331666666),3
"1951-1975",Highbury,Point(-0.097 51.552),1
"1951-1975",Islington,Point(-0.1027 51.544),1
"1951-1975",San Juan Comalapa,Point(-90.88333333 14.73333333),1
"1951-1975",Líbano,Point(-75.061111111 4.920555555),1
"1951-1975",Kimberley,Point(24.763888888 -28.738333333),1
"1951-1975",Tangier,Point(-5.803888888 35.776666666),2
"1951-1975",Laukininkai,Point(25.628 55.147),1
"1951-1975",Metairie,Point(-90.1775 29.997777777),1
"1951-1975",Ticino,Point(8.816666666 46.316666666),1
"1951-1975",Syracuse,Point(-76.144423 43.046899),1
"1951-1975",Kulundu,Point(69.64305556 40.10694444),1
"1951-1975",Condorcanqui Province,Point(-77.9 -4.583055555),1
"1951-1975",Oosterhout,Point(4.8567 51.6433),1
"1951-1975",Chicago,Point(-87.65005 41.85003),7
"1951-1975",Roosevelt,Point(-109.994166666 40.298611111),2
"1951-1975",Ostend,Point(2.919444444 51.225833333),1
"1951-1975",Curicó,Point(-71.2394 -34.9854),1
"1951-1975",Mazar-i-Sharif,Point(67.116666666 36.7),2
"1951-1975",Banja Luka,Point(17.1925 44.7725),1
"1951-1975",Oaxaca de Juárez,Point(-96.725277777 17.060555555),1
"1951-1975",Andkhoy,Point(65.11666667 36.95),1
"1951-1975",Bad Windsheim,Point(10.416666666 49.5),1
"1951-1975",Freeport,Point(-73.5869 40.6539),1
